ent_typ_cd|entity_id|obj_id|ver_nbr|actv_ind|last_updt_dt|
PERSON|1100|5B97C50B03E06110E0404F8189D85213|1.0|Y|20081113140649|
PERSON|1101|5B97C50B03E16110E0404F8189D85213|1.0|Y|20081113140649|
PERSON|1102|5B97C50B03E26110E0404F8189D85213|1.0|Y|20081113140649|
PERSON|1103|5B97C50B03E36110E0404F8189D85213|1.0|Y|20081113140650|
PERSON|1104|5B97C50B03E46110E0404F8189D85213|1.0|Y|20081113140650|
PERSON|1105|5B97C50B03E56110E0404F8189D85213|1.0|Y|20081113140650|
PERSON|1106|5B97C50B03E66110E0404F8189D85213|1.0|Y|20081113140650|
PERSON|1107|5B97C50B03E76110E0404F8189D85213|1.0|Y|20081113140650|
PERSON|1108|5B97C50B03E86110E0404F8189D85213|1.0|Y|20081113140650|
PERSON|1109|5B97C50B03E96110E0404F8189D85213|1.0|Y|20081113140650|
PERSON|1110|5B97C50B03EA6110E0404F8189D85213|1.0|Y|20081113140651|
PERSON|1111|5B97C50B03EB6110E0404F8189D85213|1.0|Y|20081113140651|
PERSON|1112|5B97C50B03EC6110E0404F8189D85213|1.0|Y|20081113140651|
PERSON|1113|5B97C50B03ED6110E0404F8189D85213|1.0|Y|20081113140651|
PERSON|1114|5B97C50B03EE6110E0404F8189D85213|1.0|Y|20081113140651|
PERSON|1115|5B97C50B03EF6110E0404F8189D85213|1.0|Y|20081113140652|
PERSON|1116|5B97C50B03F06110E0404F8189D85213|1.0|Y|20081113140652|
PERSON|1117|5B97C50B03F16110E0404F8189D85213|1.0|Y|20081113140652|
PERSON|1118|5B97C50B03F26110E0404F8189D85213|1.0|Y|20081113140652|
PERSON|1119|5B97C50B03F36110E0404F8189D85213|1.0|Y|20081113140652|
PERSON|1120|5B97C50B03F46110E0404F8189D85213|1.0|Y|20081113140652|
PERSON|1121|5B97C50B03F56110E0404F8189D85213|1.0|Y|20081113140653|
PERSON|1122|5B97C50B03F66110E0404F8189D85213|1.0|Y|20081113140653|
PERSON|1123|5B97C50B03F76110E0404F8189D85213|1.0|Y|20081113140653|
PERSON|1124|5B97C50B03F86110E0404F8189D85213|1.0|Y|20081113140653|
PERSON|1125|5B97C50B03F96110E0404F8189D85213|1.0|Y|20081113140653|
PERSON|1126|5B97C50B03FA6110E0404F8189D85213|1.0|Y|20081113140653|
PERSON|1127|5B97C50B03FB6110E0404F8189D85213|1.0|Y|20081113140654|
PERSON|1128|5B97C50B03FC6110E0404F8189D85213|1.0|Y|20081113140654|
PERSON|1129|5B97C50B03FD6110E0404F8189D85213|1.0|Y|20081113140654|
PERSON|1130|5B97C50B03FE6110E0404F8189D85213|1.0|Y|20081113140654|
PERSON|1131|5B97C50B03FF6110E0404F8189D85213|1.0|Y|20081113140654|
PERSON|1132|5B97C50B04006110E0404F8189D85213|1.0|Y|20081113140654|
PERSON|1133|5B97C50B04016110E0404F8189D85213|1.0|Y|20081113140654|
PERSON|1134|5B97C50B04026110E0404F8189D85213|1.0|Y|20081113140654|
PERSON|1135|5B97C50B04036110E0404F8189D85213|1.0|Y|20081113140655|
PERSON|1136|5B97C50B04046110E0404F8189D85213|1.0|Y|20081113140655|
PERSON|1137|5B97C50B04056110E0404F8189D85213|1.0|Y|20081113140655|
SYSTEM|1|5B1B6B919CCB6496E0404F8189D822F2|1.0|Y|20081107094902|
