univ_fiscal_yr|fin_coa_cd|account_nbr|org_level_cd|obj_id|ver_nbr|org_fin_coa_cd|org_cd|
2006.0|BA|6044900|1.0|1F9EC28CDC103086E043814FD8813086|1.0|BA|PARK|
2006.0|BA|6044900|2.0|1F9EC28CDC383086E043814FD8813086|1.0|BA|TRAN|
2006.0|BA|6044900|3.0|1F9EC28CDC603086E043814FD8813086|1.0|BA|AXOP|
2006.0|BA|6044900|4.0|1F9EC28CDC883086E043814FD8813086|1.0|BL|AXSV|
2006.0|BA|6044900|5.0|1F9EC28CDCB03086E043814FD8813086|1.0|BL|DBFA|
2006.0|BA|6044900|6.0|1F9EC28CDCB23086E043814FD8813086|1.0|BL|BUDG|
2006.0|BA|6044900|7.0|1F9EC28CDCB43086E043814FD8813086|1.0|BL|BL|
2006.0|BA|6044900|8.0|1F9EC28CDCB63086E043814FD8813086|1.0|IU|UNIV|
2006.0|BA|6044906|1.0|1F9EC28CDC113086E043814FD8813086|1.0|BA|PARK|
2006.0|BA|6044906|2.0|1F9EC28CDC393086E043814FD8813086|1.0|BA|TRAN|
2006.0|BA|6044906|3.0|1F9EC28CDC613086E043814FD8813086|1.0|BA|AXOP|
2006.0|BA|6044906|4.0|1F9EC28CDC893086E043814FD8813086|1.0|BL|AXSV|
2006.0|BA|6044906|5.0|1F9EC28CDCB13086E043814FD8813086|1.0|BL|DBFA|
2006.0|BA|6044906|6.0|1F9EC28CDCB33086E043814FD8813086|1.0|BL|BUDG|
2006.0|BA|6044906|7.0|1F9EC28CDCB53086E043814FD8813086|1.0|BL|BL|
2006.0|BA|6044906|8.0|1F9EC28CDCB73086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|1031400|1.0|1F9EC28CDC123086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|1031400|2.0|1F9EC28CDC3A3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|1031400|3.0|1F9EC28CDC623086E043814FD8813086|1.0|BL|BL|
2006.0|BL|1031400|4.0|1F9EC28CDC8A3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2231401|1.0|1F9EC28CDC133086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2231401|2.0|1F9EC28CDC3B3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2231401|3.0|1F9EC28CDC633086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2231401|4.0|1F9EC28CDC8B3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2231402|1.0|1F9EC28CDC143086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2231402|2.0|1F9EC28CDC3C3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2231402|3.0|1F9EC28CDC643086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2231402|4.0|1F9EC28CDC8C3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2231479|1.0|1F9EC28CDC153086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2231479|2.0|1F9EC28CDC3D3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2231479|3.0|1F9EC28CDC653086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2231479|4.0|1F9EC28CDC8D3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2231487|1.0|1F9EC28CDC163086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2231487|2.0|1F9EC28CDC3E3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2231487|3.0|1F9EC28CDC663086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2231487|4.0|1F9EC28CDC8E3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2231497|1.0|1F9EC28CDC173086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2231497|2.0|1F9EC28CDC3F3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2231497|3.0|1F9EC28CDC673086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2231497|4.0|1F9EC28CDC8F3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2331415|1.0|1F9EC28CDC183086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2331415|2.0|1F9EC28CDC403086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2331415|3.0|1F9EC28CDC683086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2331415|4.0|1F9EC28CDC903086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2331420|1.0|1F9EC28CDC193086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2331420|2.0|1F9EC28CDC413086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2331420|3.0|1F9EC28CDC693086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2331420|4.0|1F9EC28CDC913086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2331474|1.0|1F9EC28CDC1A3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2331474|2.0|1F9EC28CDC423086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2331474|3.0|1F9EC28CDC6A3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2331474|4.0|1F9EC28CDC923086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2331489|1.0|1F9EC28CDC1B3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2331489|2.0|1F9EC28CDC433086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2331489|3.0|1F9EC28CDC6B3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2331489|4.0|1F9EC28CDC933086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2823205|1.0|1F9EC28CDC1C3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2823205|2.0|1F9EC28CDC443086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2823205|3.0|1F9EC28CDC6C3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2823205|4.0|1F9EC28CDC943086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|2823270|1.0|1F9EC28CDC1D3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|2823270|2.0|1F9EC28CDC453086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|2823270|3.0|1F9EC28CDC6D3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|2823270|4.0|1F9EC28CDC953086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4031433|1.0|1F9EC28CDC1E3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4031433|2.0|1F9EC28CDC463086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4031433|3.0|1F9EC28CDC6E3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4031433|4.0|1F9EC28CDC963086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4031439|1.0|1F9EC28CDC1F3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4031439|2.0|1F9EC28CDC473086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4031439|3.0|1F9EC28CDC6F3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4031439|4.0|1F9EC28CDC973086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4131407|1.0|1F9EC28CDC203086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4131407|2.0|1F9EC28CDC483086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4131407|3.0|1F9EC28CDC703086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4131407|4.0|1F9EC28CDC983086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4131410|1.0|1F9EC28CDC213086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4131410|2.0|1F9EC28CDC493086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4131410|3.0|1F9EC28CDC713086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4131410|4.0|1F9EC28CDC993086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4531415|1.0|1F9EC28CDC223086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4531415|2.0|1F9EC28CDC4A3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4531415|3.0|1F9EC28CDC723086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4531415|4.0|1F9EC28CDC9A3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631557|1.0|1F9EC28CDC233086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631557|2.0|1F9EC28CDC4B3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631557|3.0|1F9EC28CDC733086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631557|4.0|1F9EC28CDC9B3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631617|1.0|1F9EC28CDC243086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631617|2.0|1F9EC28CDC4C3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631617|3.0|1F9EC28CDC743086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631617|4.0|1F9EC28CDC9C3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631618|1.0|1F9EC28CDC253086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631618|2.0|1F9EC28CDC4D3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631618|3.0|1F9EC28CDC753086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631618|4.0|1F9EC28CDC9D3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631625|1.0|1F9EC28CDC263086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631625|2.0|1F9EC28CDC4E3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631625|3.0|1F9EC28CDC763086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631625|4.0|1F9EC28CDC9E3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631628|1.0|1F9EC28CDC273086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631628|2.0|1F9EC28CDC4F3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631628|3.0|1F9EC28CDC773086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631628|4.0|1F9EC28CDC9F3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631629|1.0|1F9EC28CDC283086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631629|2.0|1F9EC28CDC503086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631629|3.0|1F9EC28CDC783086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631629|4.0|1F9EC28CDCA03086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631636|1.0|1F9EC28CDC293086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631636|2.0|1F9EC28CDC513086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631636|3.0|1F9EC28CDC793086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631636|4.0|1F9EC28CDCA13086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631638|1.0|1F9EC28CDC2A3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631638|2.0|1F9EC28CDC523086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631638|3.0|1F9EC28CDC7A3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631638|4.0|1F9EC28CDCA23086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631639|1.0|1F9EC28CDC2B3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631639|2.0|1F9EC28CDC533086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631639|3.0|1F9EC28CDC7B3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631639|4.0|1F9EC28CDCA33086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631640|1.0|1F9EC28CDC2C3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631640|2.0|1F9EC28CDC543086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631640|3.0|1F9EC28CDC7C3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631640|4.0|1F9EC28CDCA43086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631643|1.0|1F9EC28CDC2D3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631643|2.0|1F9EC28CDC553086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631643|3.0|1F9EC28CDC7D3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631643|4.0|1F9EC28CDCA53086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631645|1.0|1F9EC28CDC2E3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631645|2.0|1F9EC28CDC563086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631645|3.0|1F9EC28CDC7E3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631645|4.0|1F9EC28CDCA63086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631646|1.0|1F9EC28CDC2F3086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631646|2.0|1F9EC28CDC573086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631646|3.0|1F9EC28CDC7F3086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631646|4.0|1F9EC28CDCA73086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631648|1.0|1F9EC28CDC303086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631648|2.0|1F9EC28CDC583086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631648|3.0|1F9EC28CDC803086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631648|4.0|1F9EC28CDCA83086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631652|1.0|1F9EC28CDC313086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631652|2.0|1F9EC28CDC593086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631652|3.0|1F9EC28CDC813086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631652|4.0|1F9EC28CDCA93086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631653|1.0|1F9EC28CDC323086E043814FD8813086|1.0|BL|PSY|
