person_unvl_id|org_fin_coa_cd|org_cd|fin_coa_cd|fund_grp_cd|sub_fund_grp_cd|account_nbr|sub_acct_nbr|inc_exp_cd|ver_nbr|acln_annl_bal_amt|fin_beg_bal_ln_amt|sub_fund_sort_cd|
1373005978|BL|ARSC|BL|CG|FEDERB|4631304|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERB|4631681|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERB|4631692|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERB|4631695|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERC|4631625|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERC|4631646|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERC|4631653|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERC|4631672|-----|X|1.0|26.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERE|4631301|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERE|4631674|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERE|4631680|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERE|4631683|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERE|4631684|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERE|4631685|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERE|4631686|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERF|4331301|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERJ|4631303|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERJ|4631629|-----|X|1.0|39.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERJ|4631638|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERJ|4631645|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERJ|4631648|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERJ|4631669|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERK|4231400|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FEDERP|4831402|-----|X|1.0|1.0|0.0|14|
1373005978|BL|ARSC|BL|CG|FOUNDF|4431425|-----|X|1.0|1.0|0.0|17|
1373005978|BL|ARSC|BL|CG|FOUNDF|4431427|-----|X|1.0|1.0|0.0|17|
1373005978|BL|ARSC|BL|CG|FOUNDF|5431400|-----|X|1.0|26.0|0.0|17|
1373005978|BL|ARSC|BL|CG|FOUNDF|5431400|ADMIN|X|1.0|13.0|0.0|17|
1373005978|BL|ARSC|BL|CG|FOUNDF|5431400|DERUY|X|1.0|13.0|0.0|17|
1373005978|BL|ARSC|BL|CG|FOUNDF|5431400|DIMAR|X|1.0|13.0|0.0|17|
1373005978|BL|ARSC|BL|CG|FOUNDF|5431400|STOUT|X|1.0|13.0|0.0|17|
1373005978|BL|ARSC|BL|CG|HIEDUM|4031446|-----|X|1.0|1.0|0.0|13|
1373005978|BL|ARSC|BL|CG|HIEDUP|4031301|-----|X|1.0|1.0|0.0|13|
1373005978|BL|ARSC|BL|CG|HIEDUP|4031443|-----|X|1.0|1.0|0.0|13|
1373005978|BL|ARSC|BL|CG|NONPRA|4131407|-----|X|1.0|1.0|0.0|18|
1373005978|BL|ARSC|BL|CG|NONPRP|4131414|-----|X|1.0|1.0|0.0|18|
1373005978|BL|ARSC|BL|DS|DFRES|0211101|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211101|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211102|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211102|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211103|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211103|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211104|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211104|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211105|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211105|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211106|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211106|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211107|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211107|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211108|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211108|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211109|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211109|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211501|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211501|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211502|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211502|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211503|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211503|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211504|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211504|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211505|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211505|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211506|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211506|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211507|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211507|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211508|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211508|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211509|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211509|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211701|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211701|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211702|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211702|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211703|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211703|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211704|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211704|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211705|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211705|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211706|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211706|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211707|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211707|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211708|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211708|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211709|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211709|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211901|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211901|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211902|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211902|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211903|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211903|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211904|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211904|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211905|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211905|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211906|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211906|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211907|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211907|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211908|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211908|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211909|-----|A|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|0211909|-----|X|1.0|24001.0|24000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231401|-----|A|1.0|114001.0|114000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231401|-----|E|1.0|36233.0|114000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231401|-----|T|1.0|-36233.0|0.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231401|-----|X|1.0|114001.0|114000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231402|-----|A|1.0|39001.0|39000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231402|-----|X|1.0|39001.0|39000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231406|-----|A|1.0|12001.0|12000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231406|-----|X|1.0|12001.0|12000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231409|-----|A|1.0|37501.0|37500.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231409|-----|X|1.0|37501.0|37500.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231416|-----|A|1.0|30001.0|30000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231416|-----|X|1.0|30001.0|30000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231417|LP|X|1.0|1.0|0.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231419|-----|A|1.0|29001.0|29000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231419|-----|X|1.0|29001.0|29000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231423|-----|A|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231423|-----|X|1.0|26001.0|26000.0|05|
1373005978|BL|ARSC|BL|DS|DFRES|2231433|-----|A|1.0|36001.0|36000.0|05|
