fin_coa_cd|org_cd|obj_id|ver_nbr|org_auto_po_lmt|actv_ind|
BA|ABDR|24E6069F87CAA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ACAC|24E6069F87CBA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ACPR|24E6069F87CCA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ACSH|24E6069F87CDA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ACSS|24E6069F87CEA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ADAC|24E6069F87CFA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ADAF|24E6069F87D0A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ADAH|24E6069F87D1A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ADAO|24E6069F87D2A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ADFE|24E6069F87D3A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ADGE|24E6069F87D4A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ADSH|24E6069F87D5A19EE043814FD881A19E|1.0|5000.0|Y|
BA|AHDU|24E6069F87D6A19EE043814FD881A19E|1.0|5000.0|Y|
BA|APTS|24E6069F87D7A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ASBR|24E6069F87D8A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ASDR|24E6069F87D9A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ASER|24E6069F87DAA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ASGE|24E6069F87DBA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ASSH|24E6069F87DCA19EE043814FD881A19E|1.0|5000.0|Y|
BA|ASSP|24E6069F87DDA19EE043814FD881A19E|1.0|5000.0|Y|
BA|AUTM|24E6069F87DEA19EE043814FD881A19E|1.0|5000.0|Y|
BA|AWSH|24E6069F87DFA19EE043814FD881A19E|1.0|5000.0|Y|
BA|AXOP|24E6069F87E0A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BBAH|24E6069F87E1A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BBBR|24E6069F87E2A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BBER|24E6069F87E3A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BCD|24E6069F87E4A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BHDR|24E6069F87E5A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BHDU|24E6069F87E6A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BKAD|24E6069F87E7A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BKST|24E6069F87E8A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BLDM|24E6069F87E9A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BOOK|24E6069F87EAA19EE043814FD881A19E|1.0|5000.0|Y|
BA|BRAD|24E6069F87EBA19EE043814FD881A19E|1.0|5000.0|Y|
BA|BRBR|24E6069F87ECA19EE043814FD881A19E|1.0|5000.0|Y|
BA|BRDR|24E6069F87EDA19EE043814FD881A19E|1.0|5000.0|Y|
BA|BRER|24E6069F87EEA19EE043814FD881A19E|1.0|5000.0|Y|
BA|BRFD|24E6069F87EFA19EE043814FD881A19E|1.0|5000.0|Y|
BA|BRSB|24E6069F87F0A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BRSH|24E6069F87F1A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BUDG|24E6069F87F2A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BUFE|24E6069F87F3A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BUSS|24E6069F87F4A19EE043814FD881A19E|1.0|5000.0|Y|
BA|BWAC|24E6069F87F5A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CAFE|24E6069F87F6A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CAGE|24E6069F87F7A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CAMD|24E6069F87F8A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CARD|24E6069F87F9A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CARS|24E6069F87FAA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CCCC|24E6069F87FBA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CENT|24E6069F87FCA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CLER|24E6069F87FDA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CLSH|24E6069F87FEA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CMIC|24E6069F87FFA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CMOR|24E6069F8800A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CMST|24E6069F8801A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CNFD|24E6069F8802A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CNFS|24E6069F8803A19EE043814FD881A19E|1.0|5000.0|Y|
BA|COBR|24E6069F8804A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CODR|24E6069F8805A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CODS|24E6069F8806A19EE043814FD881A19E|1.0|5000.0|Y|
BA|COER|24E6069F8807A19EE043814FD881A19E|1.0|5000.0|Y|
BA|COIN|24E6069F8808A19EE043814FD881A19E|1.0|5000.0|Y|
BA|COLL|24E6069F8809A19EE043814FD881A19E|1.0|5000.0|Y|
BA|COMM|24E6069F880AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CONF|24E6069F880BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|COPR|24E6069F880CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|COPY|24E6069F880DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|COSH|24E6069F880EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CPUB|24E6069F880FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|CSER|24E6069F8810A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CUGE|24E6069F8811A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CVAH|24E6069F8812A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CVBR|24E6069F8813A19EE043814FD881A19E|1.0|5000.0|Y|
BA|CVER|24E6069F8814A19EE043814FD881A19E|1.0|5000.0|Y|
BA|DCPS|24E6069F8815A19EE043814FD881A19E|1.0|5000.0|Y|
BA|DDDR|24E6069F8816A19EE043814FD881A19E|1.0|5000.0|Y|
BA|DOBR|24E6069F8817A19EE043814FD881A19E|1.0|5000.0|Y|
BA|DOER|24E6069F8818A19EE043814FD881A19E|1.0|5000.0|Y|
BA|DOGE|24E6069F8819A19EE043814FD881A19E|1.0|5000.0|Y|
BA|DOSU|24E6069F881AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|DSBL|24E6069F881BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|DSER|24E6069F881CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|EIBR|24E6069F881DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|EIDR|24E6069F881EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|EIER|24E6069F881FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|EISB|24E6069F8820A19EE043814FD881A19E|1.0|5000.0|Y|
BA|EISH|24E6069F8821A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ELEC|24E6069F8822A19EE043814FD881A19E|1.0|5000.0|Y|
BA|EQRE|24E6069F8823A19EE043814FD881A19E|1.0|5000.0|Y|
BA|EVAH|24E6069F8824A19EE043814FD881A19E|1.0|5000.0|Y|
BA|EVBR|24E6069F8825A19EE043814FD881A19E|1.0|5000.0|Y|
BA|EVER|24E6069F8826A19EE043814FD881A19E|1.0|5000.0|Y|
BA|FAC|24E6069F8827A19EE043814FD881A19E|1.0|5000.0|Y|
BA|FOOD|24E6069F8828A19EE043814FD881A19E|1.0|5000.0|Y|
BA|FRAT|24E6069F8829A19EE043814FD881A19E|1.0|5000.0|Y|
BA|FRBR|24E6069F882AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|FRDR|24E6069F882BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|FRER|24E6069F882CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|FRSB|24E6069F882DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|FRSH|24E6069F882EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|FSBR|24E6069F882FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|FSDR|24E6069F8830A19EE043814FD881A19E|1.0|5000.0|Y|
BA|FSER|24E6069F8831A19EE043814FD881A19E|1.0|5000.0|Y|
BA|FSSH|24E6069F8832A19EE043814FD881A19E|1.0|5000.0|Y|
BA|FURN|24E6069F8833A19EE043814FD881A19E|1.0|5000.0|Y|
BA|GRDR|24E6069F8834A19EE043814FD881A19E|1.0|5000.0|Y|
BA|GRSB|24E6069F8835A19EE043814FD881A19E|1.0|5000.0|Y|
BA|HALL|24E6069F8836A19EE043814FD881A19E|1.0|5000.0|Y|
BA|HCAH|24E6069F8837A19EE043814FD881A19E|1.0|5000.0|Y|
BA|HCBR|24E6069F8838A19EE043814FD881A19E|1.0|5000.0|Y|
BA|HCER|24E6069F8839A19EE043814FD881A19E|1.0|5000.0|Y|
BA|HCMM|24E6069F883AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|HCNS|24E6069F883BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|HOUS|24E6069F883CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|HRZN|24E6069F883DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|HTAC|24E6069F883EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|IAAC|24E6069F883FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|IDS|24E6069F8840A19EE043814FD881A19E|1.0|5000.0|Y|
BA|IMAU|24E6069F8841A19EE043814FD881A19E|1.0|5000.0|Y|
BA|IMBI|24E6069F8842A19EE043814FD881A19E|1.0|5000.0|Y|
BA|IMCB|24E6069F8843A19EE043814FD881A19E|1.0|5000.0|Y|
BA|IMU|24E6069F8844A19EE043814FD881A19E|1.0|5000.0|Y|
BA|IMUC|24E6069F8845A19EE043814FD881A19E|1.0|5000.0|Y|
BA|INAC|24E6069F8846A19EE043814FD881A19E|1.0|5000.0|Y|
BA|INTD|24E6069F8847A19EE043814FD881A19E|1.0|5000.0|Y|
BA|IUHC|24E6069F8848A19EE043814FD881A19E|1.0|5000.0|Y|
BA|IUPB|24E6069F8849A19EE043814FD881A19E|1.0|5000.0|Y|
BA|IUPJ|24E6069F884AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|IUPR|24E6069F884BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|JHDR|24E6069F884CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|KUL|24E6069F884DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|LARS|24E6069F884EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|LLAC|24E6069F884FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|LOGE|24E6069F8850A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MADR|24E6069F8851A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MAGE|24E6069F8852A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MANT|24E6069F8853A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MARR|24E6069F8854A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MAXI|24E6069F8855A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MIGE|24E6069F8856A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MISC|24E6069F8857A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MISU|24E6069F8858A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MKGE|24E6069F8859A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MKTG|24E6069F885AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|MLDR|24E6069F885BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|MLER|24E6069F885CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|MLGE|24E6069F885DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|MLSU|24E6069F885EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|MNBR|24E6069F885FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|MNDR|24E6069F8860A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MNER|24E6069F8861A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MNSH|24E6069F8862A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MOTR|24E6069F8863A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MPAD|24E6069F8864A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MPDR|24E6069F8865A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MPLS|24E6069F8866A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MPOP|24E6069F8867A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MPSV|24E6069F8868A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MSGE|24E6069F8869A19EE043814FD881A19E|1.0|5000.0|Y|
BA|MSSU|24E6069F886AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|MUGE|24E6069F886BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|MUSU|24E6069F886CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|NCAR|24E6069F886DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|PAAC|24E6069F886EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|PARK|24E6069F886FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|PCON|24E6069F8870A19EE043814FD881A19E|1.0|5000.0|Y|
BA|PHOT|24E6069F8871A19EE043814FD881A19E|1.0|5000.0|Y|
BA|PHYP|24E6069F8872A19EE043814FD881A19E|1.0|5000.0|Y|
BA|POGE|24E6069F8873A19EE043814FD881A19E|1.0|5000.0|Y|
BA|PRES|24E6069F8874A19EE043814FD881A19E|1.0|5000.0|Y|
BA|PRGE|24E6069F8875A19EE043814FD881A19E|1.0|5000.0|Y|
BA|PSTO|24E6069F8876A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RBAH|24E6069F8877A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RBBR|24E6069F8878A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RBER|24E6069F8879A19EE043814FD881A19E|1.0|5000.0|Y|
BA|REBR|24E6069F887AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|REDR|24E6069F887BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|REER|24E6069F887CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|REFE|24E6069F887DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|RESA|24E6069F887EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|RESB|24E6069F887FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|RESH|24E6069F8880A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RESL|24E6069F8881A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RMAH|24E6069F8882A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RMBR|24E6069F8883A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RMER|24E6069F8884A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RMSH|24E6069F8885A19EE043814FD881A19E|1.0|5000.0|Y|
BA|ROAH|24E6069F8886A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RPAS|24E6069F8887A19EE043814FD881A19E|1.0|5000.0|Y|
BA|RPSL|24E6069F8888A19EE043814FD881A19E|1.0|5000.0|Y|
BA|SCER|24E6069F8889A19EE043814FD881A19E|1.0|5000.0|Y|
BA|SCGE|24E6069F888AA19EE043814FD881A19E|1.0|5000.0|Y|
BA|SCSU|24E6069F888BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|SEWG|24E6069F888CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|SHOW|24E6069F888DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|SMDR|24E6069F888EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|SPDR|24E6069F888FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|STPR|24E6069F8890A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TEBR|24E6069F8891A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TEDR|24E6069F8892A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TEER|24E6069F8893A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TEGE|24E6069F8894A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TELA|24E6069F8895A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TELB|24E6069F8896A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TELC|24E6069F8897A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TESH|24E6069F8898A19EE043814FD881A19E|1.0|5000.0|Y|
BA|THTR|24E6069F8899A19EE043814FD881A19E|1.0|5000.0|Y|
BA|TRAN|24E6069F889AA19EE043814FD881A19E|1.0|5000.0|Y|
