univ_fiscal_yr|fin_series_id|obj_id|ver_nbr|row_actv_ind|
2009.0|000|5022FF727E41BF60E0404F8189D82B82|1.0|Y|
2009.0|001|5022FF727E42BF60E0404F8189D82B82|1.0|Y|
2009.0|002|5022FF727E43BF60E0404F8189D82B82|1.0|Y|
2009.0|003|5022FF727E44BF60E0404F8189D82B82|1.0|Y|
2009.0|004|5022FF727E45BF60E0404F8189D82B82|1.0|Y|
2009.0|005|5022FF727E46BF60E0404F8189D82B82|1.0|Y|
2009.0|006|5022FF727E47BF60E0404F8189D82B82|1.0|Y|
2009.0|007|5022FF727E48BF60E0404F8189D82B82|1.0|Y|
2009.0|008|5022FF727E49BF60E0404F8189D82B82|1.0|Y|
2009.0|009|5022FF727E4ABF60E0404F8189D82B82|1.0|Y|
2009.0|010|5022FF727E4BBF60E0404F8189D82B82|1.0|Y|
2009.0|011|5022FF727E4CBF60E0404F8189D82B82|1.0|Y|
2009.0|012|5022FF727E4DBF60E0404F8189D82B82|1.0|Y|
2009.0|013|5022FF727E4EBF60E0404F8189D82B82|1.0|Y|
2009.0|014|5022FF727E4FBF60E0404F8189D82B82|1.0|Y|
2009.0|015|5022FF727E50BF60E0404F8189D82B82|1.0|Y|
2009.0|016|5022FF727E51BF60E0404F8189D82B82|1.0|Y|
2009.0|017|5022FF727E52BF60E0404F8189D82B82|1.0|Y|
2009.0|018|5022FF727E53BF60E0404F8189D82B82|1.0|Y|
2009.0|019|5022FF727E54BF60E0404F8189D82B82|1.0|Y|
2009.0|020|5022FF727E55BF60E0404F8189D82B82|1.0|Y|
2009.0|021|5022FF727E56BF60E0404F8189D82B82|1.0|Y|
2009.0|022|5022FF727E57BF60E0404F8189D82B82|1.0|Y|
2009.0|023|5022FF727E58BF60E0404F8189D82B82|1.0|Y|
2009.0|024|5022FF727E59BF60E0404F8189D82B82|1.0|Y|
2009.0|025|5022FF727E5ABF60E0404F8189D82B82|1.0|Y|
2009.0|026|5022FF727E5BBF60E0404F8189D82B82|1.0|Y|
2009.0|027|5022FF727E5CBF60E0404F8189D82B82|1.0|Y|
2009.0|028|5022FF727E5DBF60E0404F8189D82B82|1.0|Y|
2009.0|029|5022FF727E5EBF60E0404F8189D82B82|1.0|Y|
2009.0|030|5022FF727E5FBF60E0404F8189D82B82|1.0|Y|
2009.0|031|5022FF727E60BF60E0404F8189D82B82|1.0|Y|
2009.0|032|5022FF727E61BF60E0404F8189D82B82|1.0|Y|
2009.0|033|5022FF727E62BF60E0404F8189D82B82|1.0|Y|
2009.0|034|5022FF727E63BF60E0404F8189D82B82|1.0|Y|
2009.0|035|5022FF727E64BF60E0404F8189D82B82|1.0|Y|
2009.0|036|5022FF727E65BF60E0404F8189D82B82|1.0|Y|
2009.0|037|5022FF727E66BF60E0404F8189D82B82|1.0|Y|
2009.0|038|5022FF727E67BF60E0404F8189D82B82|1.0|Y|
2009.0|039|5022FF727E68BF60E0404F8189D82B82|1.0|Y|
2009.0|040|5022FF727E69BF60E0404F8189D82B82|1.0|Y|
2009.0|041|5022FF727E6ABF60E0404F8189D82B82|1.0|Y|
2009.0|042|5022FF727E6BBF60E0404F8189D82B82|1.0|Y|
2009.0|043|5022FF727E6CBF60E0404F8189D82B82|1.0|Y|
2009.0|044|5022FF727E6DBF60E0404F8189D82B82|1.0|Y|
2009.0|045|5022FF727E6EBF60E0404F8189D82B82|1.0|Y|
2009.0|046|5022FF727E6FBF60E0404F8189D82B82|1.0|Y|
2009.0|047|5022FF727E70BF60E0404F8189D82B82|1.0|Y|
2009.0|048|5022FF727E71BF60E0404F8189D82B82|1.0|Y|
2009.0|049|5022FF727E72BF60E0404F8189D82B82|1.0|Y|
2009.0|050|5022FF727E73BF60E0404F8189D82B82|1.0|Y|
2009.0|051|5022FF727E74BF60E0404F8189D82B82|1.0|Y|
2009.0|052|5022FF727E75BF60E0404F8189D82B82|1.0|Y|
2009.0|053|5022FF727E76BF60E0404F8189D82B82|1.0|Y|
2009.0|054|5022FF727E77BF60E0404F8189D82B82|1.0|Y|
2009.0|055|5022FF727E78BF60E0404F8189D82B82|1.0|Y|
2009.0|056|5022FF727E79BF60E0404F8189D82B82|1.0|Y|
2009.0|057|5022FF727E7ABF60E0404F8189D82B82|1.0|Y|
2009.0|058|5022FF727E7BBF60E0404F8189D82B82|1.0|Y|
2009.0|059|5022FF727E7CBF60E0404F8189D82B82|1.0|Y|
2009.0|060|5022FF727E7DBF60E0404F8189D82B82|1.0|Y|
2009.0|061|5022FF727E7EBF60E0404F8189D82B82|1.0|Y|
2009.0|062|5022FF727E7FBF60E0404F8189D82B82|1.0|Y|
2009.0|063|5022FF727E80BF60E0404F8189D82B82|1.0|Y|
2009.0|064|5022FF727E81BF60E0404F8189D82B82|1.0|Y|
2009.0|065|5022FF727E82BF60E0404F8189D82B82|1.0|Y|
2009.0|066|5022FF727E83BF60E0404F8189D82B82|1.0|Y|
2009.0|067|5022FF727E84BF60E0404F8189D82B82|1.0|Y|
2009.0|068|5022FF727E85BF60E0404F8189D82B82|1.0|Y|
2009.0|069|5022FF727E86BF60E0404F8189D82B82|1.0|Y|
2009.0|070|5022FF727E87BF60E0404F8189D82B82|1.0|Y|
