PERSON_UNVL_ID,CGPRPSL_NBR,OBJ_ID,VER_NBR,CGAWD_PRM_FNDMGR_IND,CGAWD_FNDMGR_PRJ_TTL,ROW_ACTV_IND
1137304513,7896,12D4ED215E1FEF34E043814FD881EF34,1,Y,,Y
1137304513,9373,12D4ED215E20EF34E043814FD881EF34,1,Y,,Y
1137304513,9591,12D4ED215E21EF34E043814FD881EF34,1,Y,,Y
1208309261,26746,12D4ED215EC1EF34E043814FD881EF34,1,Y,,Y
1208309261,29650,12D4ED215EC2EF34E043814FD881EF34,1,N,,Y
1208309261,32109,12D4ED215EC3EF34E043814FD881EF34,1,N,,Y
1210506984,25186,12D4ED215D0CEF34E043814FD881EF34,1,Y,,Y
1297209262,25393,12D4ED215E60EF34E043814FD881EF34,1,Y,,Y
1306901621,31854,12D4ED215E4DEF34E043814FD881EF34,1,Y,,Y
1306901621,35556,12D4ED215E4EEF34E043814FD881EF34,1,Y,,Y
1306901621,38431,12D4ED215E4FEF34E043814FD881EF34,1,Y,,Y
1308508136,6857,12D4ED215B87EF34E043814FD881EF34,1,Y,,Y
1308508136,7338,12D4ED215B88EF34E043814FD881EF34,1,Y,,Y
1308508136,9073,12D4ED215B89EF34E043814FD881EF34,1,Y,,Y
1308508136,9627,12D4ED215B8AEF34E043814FD881EF34,1,Y,,Y
1308508136,10246,12D4ED215B8BEF34E043814FD881EF34,1,Y,,Y
1308508136,10494,12D4ED215B8CEF34E043814FD881EF34,1,Y,,Y
1308508136,11075,12D4ED215B8DEF34E043814FD881EF34,1,Y,,Y
1308508136,11177,12D4ED215B8EEF34E043814FD881EF34,1,Y,,Y
1308508136,11829,12D4ED215B8FEF34E043814FD881EF34,1,Y,,Y
1308508136,12051,12D4ED215B90EF34E043814FD881EF34,1,Y,,Y
1308508136,12081,12D4ED215B91EF34E043814FD881EF34,1,Y,,Y
1308508136,12313,12D4ED215B92EF34E043814FD881EF34,1,Y,,Y
1308508136,12487,12D4ED215B93EF34E043814FD881EF34,1,Y,,Y
1308508136,12907,12D4ED215B94EF34E043814FD881EF34,1,Y,,Y
1308508136,14274,12D4ED215B95EF34E043814FD881EF34,1,Y,,Y
1308508136,14494,12D4ED215B96EF34E043814FD881EF34,1,Y,,Y
1308508136,15011,12D4ED215B97EF34E043814FD881EF34,1,Y,,Y
1308508136,15604,12D4ED215B98EF34E043814FD881EF34,1,Y,,Y
1308508136,15696,12D4ED215B99EF34E043814FD881EF34,1,Y,,Y
1308508136,15730,12D4ED215B9AEF34E043814FD881EF34,1,Y,,Y
1308508136,15923,12D4ED215B9BEF34E043814FD881EF34,1,Y,,Y
1308508136,16706,12D4ED215B9CEF34E043814FD881EF34,1,Y,,Y
1308508136,17028,12D4ED215B9DEF34E043814FD881EF34,1,Y,,Y
1308508136,17317,12D4ED215B9EEF34E043814FD881EF34,1,Y,,Y
1308508136,18204,12D4ED215B9FEF34E043814FD881EF34,1,Y,,Y
1308508136,18944,12D4ED215BA0EF34E043814FD881EF34,1,Y,,Y
1308508136,19363,12D4ED215BA1EF34E043814FD881EF34,1,Y,,Y
1308508136,20663,12D4ED215BA2EF34E043814FD881EF34,1,Y,,Y
1308508136,21059,12D4ED215BA3EF34E043814FD881EF34,1,Y,,Y
1308508136,21156,12D4ED215BA4EF34E043814FD881EF34,1,Y,,Y
1308508136,21648,12D4ED215BA5EF34E043814FD881EF34,1,Y,,Y
1308508136,22046,12D4ED215BA6EF34E043814FD881EF34,1,Y,,Y
1308508136,22251,12D4ED215BA7EF34E043814FD881EF34,1,Y,,Y
1308508136,24805,12D4ED215BA8EF34E043814FD881EF34,1,Y,,Y
1308508136,26421,12D4ED215BA9EF34E043814FD881EF34,1,Y,,Y
1308508136,26626,12D4ED215BAAEF34E043814FD881EF34,1,Y,,Y
1308508136,27635,12D4ED215BABEF34E043814FD881EF34,1,Y,,Y
1308508136,27854,12D4ED215BACEF34E043814FD881EF34,1,Y,,Y
1308508136,27942,12D4ED215BADEF34E043814FD881EF34,1,N,,Y
1308508136,28601,12D4ED215BAEEF34E043814FD881EF34,1,Y,,Y
1308508136,29095,12D4ED215BAFEF34E043814FD881EF34,1,Y,,Y
1308508136,29296,12D4ED215BB0EF34E043814FD881EF34,1,Y,,Y
1308508136,30414,12D4ED215BB1EF34E043814FD881EF34,1,Y,,Y
1308508136,30811,12D4ED215BB2EF34E043814FD881EF34,1,Y,,Y
1308508136,31035,12D4ED215BB3EF34E043814FD881EF34,1,Y,,Y
1308508136,32703,12D4ED215BB4EF34E043814FD881EF34,1,Y,,Y
1308508136,32706,12D4ED215BB5EF34E043814FD881EF34,1,Y,,Y
1308508136,32820,12D4ED215BB6EF34E043814FD881EF34,1,Y,,Y
1308508136,34259,12D4ED215BB7EF34E043814FD881EF34,1,Y,,Y
1308508136,34780,12D4ED215BB8EF34E043814FD881EF34,1,Y,,Y
1308508136,36294,12D4ED215BB9EF34E043814FD881EF34,1,Y,,Y
1308508136,36465,12D4ED215BBAEF34E043814FD881EF34,1,Y,,Y
1308508136,36501,12D4ED215BBBEF34E043814FD881EF34,1,Y,,Y
1308508136,37203,12D4ED215BBCEF34E043814FD881EF34,1,Y,,Y
1308508136,39100,12D4ED215BBDEF34E043814FD881EF34,1,Y,,Y
1308508136,40417,12D4ED215BBEEF34E043814FD881EF34,1,Y,,Y
1308508136,41084,12D4ED215BBFEF34E043814FD881EF34,1,Y,,Y
1308508136,42782,12D4ED215BC0EF34E043814FD881EF34,1,Y,,Y
1308508136,43665,12D4ED215BC1EF34E043814FD881EF34,1,N,,Y
1308508136,44138,12D4ED215BC2EF34E043814FD881EF34,1,Y,,Y
1308508136,44616,12D4ED215BC3EF34E043814FD881EF34,1,Y,,Y
1308508136,45515,12D4ED215BC4EF34E043814FD881EF34,1,Y,,Y
1308508136,45565,12D4ED215BC5EF34E043814FD881EF34,1,Y,,Y
1308508136,46795,12D4ED215BC6EF34E043814FD881EF34,1,Y,,Y
1308508136,48379,12D4ED215BC7EF34E043814FD881EF34,1,Y,,Y
1308508136,48382,12D4ED215FB2EF34E043814FD881EF34,1,Y,,Y
1308508136,48682,12D4ED215BC8EF34E043814FD881EF34,1,Y,,Y
1308508136,48945,12D4ED215BC9EF34E043814FD881EF34,1,Y,,Y
1308508136,51932,12D4ED215BCAEF34E043814FD881EF34,1,Y,,Y
1308508136,52350,12D4ED215BCBEF34E043814FD881EF34,1,Y,,Y
1308508136,52410,12D4ED215BCCEF34E043814FD881EF34,1,Y,,Y
1308508136,54726,12D4ED215F2EEF34E043814FD881EF34,1,Y,,Y
