PERSON_UNVL_ID,CGPRPSL_NBR,OBJ_ID,VER_NBR,CGAWD_PRMPRJDR_IND,CGAWD_PRJDRPRJ_TTL,ROW_ACTV_IND
6218206268,21930,12D4ED215D0FEF34E043814FD881EF35,1,Y,,Y
6218206268,19747,12D4ED215D0FEF34E043814FD881EF36,1,Y,,Y
6218206268,19090,12D4ED215D0FEF34E043814FD881EF37,1,Y,,Y
6218206268,18584,12D4ED215D0FEF34E043814FD881EF38,1,Y,,Y
6218206268,18032,12D4ED215D0FEF34E043814FD881EF39,1,Y,,Y
6218206268,17960,12D4ED215D0FEF34E043814FD881EF40,1,Y,,Y
6218206268,17714,12D4ED215D0FEF34E043814FD881EF41,1,Y,,Y
6218206268,16395,12D4ED215D0FEF34E043814FD881EF42,1,Y,,Y
6218206268,16157,12D4ED215D0FEF34E043814FD881EF43,1,Y,,Y
6218206268,14715,12D4ED215D0FEF34E043814FD881EF44,1,Y,,Y
6218206268,14712,12D4ED215D0FEF34E043814FD881EF45,1,Y,,Y
6218206268,13106,12D4ED215D0FEF34E043814FD881EF46,1,Y,,Y
6218206268,12256,12D4ED215D0FEF34E043814FD881EF47,1,Y,,Y
6218206268,7585,12D4ED215D0FEF34E043814FD881EF48,1,Y,,Y
6218206268,7350,12D4ED215D0FEF34E043814FD881EF49,1,Y,,Y
6218206268,6669,12D4ED215D0FEF34E043814FD881EF50,1,Y,,Y
6218206268,6541,12D4ED215D0FEF34E043814FD881EF51,1,Y,,Y
6218206268,6525,12D4ED215D0FEF34E043814FD881EF52,1,Y,,Y
6218206268,6466,12D4ED215D0FEF34E043814FD881EF53,1,Y,,Y
6218206268,6411,12D4ED215D0FEF34E043814FD881EF54,1,Y,,Y
6218206268,6357,12D4ED215D0FEF34E043814FD881EF55,1,Y,,Y
6218206268,6228,12D4ED215D0FEF34E043814FD881EF56,1,Y,,Y
6218206268,6216,12D4ED215D0FEF34E043814FD881EF57,1,Y,,Y
6218206268,6122,12D4ED215D0FEF34E043814FD881EF58,1,Y,,Y
6218206268,6016,12D4ED215D0FEF34E043814FD881EF59,1,Y,,Y
6218206268,5824,12D4ED215D0FEF34E043814FD881EF60,1,Y,,Y
6218206268,5823,12D4ED215D0FEF34E043814FD881EF61,1,Y,,Y
6218206268,5541,12D4ED215D0FEF34E043814FD881EF62,1,Y,,Y
6218206268,5491,12D4ED215D0FEF34E043814FD881EF63,1,Y,,Y
6218206268,5411,12D4ED215D0FEF34E043814FD881EF64,1,Y,,Y
6218206268,5327,12D4ED215D0FEF34E043814FD881EF65,1,Y,,Y
6218206268,5177,12D4ED215D0FEF34E043814FD881EF66,1,Y,,Y
6218206268,5082,12D4ED215D0FEF34E043814FD881EF67,1,Y,,Y
6218206268,5037,12D4ED215D0FEF34E043814FD881EF68,1,Y,,Y
6218206268,4817,12D4ED215D0FEF34E043814FD881EF69,1,Y,,Y
6218206268,4487,12D4ED215D0FEF34E043814FD881EF70,1,Y,,Y
6218206268,4371,12D4ED215D0FEF34E043814FD881EF71,1,Y,,Y
6218206268,4135,12D4ED215D0FEF34E043814FD881EF72,1,Y,,Y
6218206268,4065,12D4ED215D0FEF34E043814FD881EF73,1,Y,,Y
6218206268,4017,12D4ED215D0FEF34E043814FD881EF74,1,Y,,Y
6218206268,3954,12D4ED215D0FEF34E043814FD881EF75,1,Y,,Y
